year,member_id,MBR_NAME,party,topic_name,classification,topic_vote_events,yes_votes,no_votes,directional_topic_votes,voting_tendency,yes_pct,no_pct
2025,H0371,Amy J. Laufer,D,Agriculture and Food,Derived from LIS bill description,18,15,2,17,YES,88.23529411764706,11.76470588235294
2025,H0177,David L. Bulova,D,Agriculture and Food,Derived from LIS bill description,17,15,2,17,YES,88.23529411764706,11.76470588235294
2025,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Agriculture and Food,Derived from LIS bill description,17,15,2,17,YES,88.23529411764706,11.76470588235294
2025,H0336,Nadarius E. Clark,D,Agriculture and Food,Derived from LIS bill description,18,15,2,17,YES,88.23529411764706,11.76470588235294
2025,H0281,Paul E. Krizek,D,Agriculture and Food,Derived from LIS bill description,16,14,2,16,YES,87.5,12.5
2025,H0366,Phil M. Hernandez,D,Agriculture and Food,Derived from LIS bill description,17,14,2,16,YES,87.5,12.5
2025,H0323,Shelly A. Simonds,D,Agriculture and Food,Derived from LIS bill description,16,14,2,16,YES,87.5,12.5
2025,H0369,Hillary Pugh Kent,R,Agriculture and Food,Derived from LIS bill description,14,12,2,14,YES,85.71428571428571,14.285714285714285
2025,H0305,Kathy K.L. Tran,D,Agriculture and Food,Derived from LIS bill description,14,12,2,14,YES,85.71428571428571,14.285714285714285
2025,H0124,R. Lee Ware,R,Agriculture and Food,Derived from LIS bill description,14,12,2,14,YES,85.71428571428571,14.285714285714285
2025,H0311,Alex Q. Askew,D,Agriculture and Food,Derived from LIS bill description,13,11,2,13,YES,84.61538461538461,15.384615384615385
2025,H0343,Briana D. Sewell,D,Agriculture and Food,Derived from LIS bill description,14,11,2,13,YES,84.61538461538461,15.384615384615385
2025,H0207,Delores L. McQuinn,D,Agriculture and Food,Derived from LIS bill description,14,11,2,13,YES,84.61538461538461,15.384615384615385
2025,H0372,Destiny LeVere Bolling,D,Agriculture and Food,Derived from LIS bill description,13,11,2,13,YES,84.61538461538461,15.384615384615385
2025,H0360,Michael B. Feggans,D,Agriculture and Food,Derived from LIS bill description,13,11,2,13,YES,84.61538461538461,15.384615384615385
2025,H0073,"Robert D. Orrock, Sr.",R,Agriculture and Food,Derived from LIS bill description,14,11,2,13,YES,84.61538461538461,15.384615384615385
2025,H0317,Dan I. Helmer,D,Agriculture and Food,Derived from LIS bill description,19,16,3,19,YES,84.21052631578947,15.789473684210526
2025,H0329,Bill Wiley,R,Agriculture and Food,Derived from LIS bill description,12,10,2,12,YES,83.33333333333334,16.666666666666664
2025,H0173,Jeion A. Ward,D,Agriculture and Food,Derived from LIS bill description,12,10,2,12,YES,83.33333333333334,16.666666666666664
2025,H0295,Kelly K. Convirs-Fowler,D,Agriculture and Food,Derived from LIS bill description,12,10,2,12,YES,83.33333333333334,16.666666666666664
2025,H0266,Sam Rasoul,D,Agriculture and Food,Derived from LIS bill description,13,10,2,12,YES,83.33333333333334,16.666666666666664
2025,H0253,Terry L. Austin,R,Agriculture and Food,Derived from LIS bill description,12,10,2,12,YES,83.33333333333334,16.666666666666664
2025,H0239,Alfonso H. Lopez,D,Agriculture and Food,Derived from LIS bill description,19,14,3,17,YES,82.35294117647058,17.647058823529413
2025,H0208,Charniele L. Herring,D,Agriculture and Food,Derived from LIS bill description,17,14,3,17,YES,82.35294117647058,17.647058823529413
2025,H0349,Jackie H. Glass,D,Agriculture and Food,Derived from LIS bill description,18,14,3,17,YES,82.35294117647058,17.647058823529413
2025,H0375,Adele Y. McClure,D,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0380,Atoosa R. Reaser,D,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0212,Betsy B. Carr,D,Agriculture and Food,Derived from LIS bill description,12,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0353,Bonita G. Anthony,D,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0330,Candi Mundon King,D,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0301,David A. Reid,D,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0333,Jason S. Ballard,R,Agriculture and Food,Derived from LIS bill description,12,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0355,Laura Jane Cohen,D,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0238,M. Keith Hodges,R,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0172,Mark D. Sickles,D,Agriculture and Food,Derived from LIS bill description,12,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0340,Michelle Lopes Maldonado,D,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0356,Rae Cousins,D,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Agriculture and Food,Derived from LIS bill description,11,9,2,11,YES,81.81818181818183,18.181818181818183
2025,H0285,"C.E. Cliff Hayes, Jr.",D,Agriculture and Food,Derived from LIS bill description,10,8,2,10,YES,80.0,20.0
2025,H0227,Luke E. Torian,D,Agriculture and Food,Derived from LIS bill description,12,8,2,10,YES,80.0,20.0
2025,H0359,N. Baxter Ennis,R,Agriculture and Food,Derived from LIS bill description,10,8,2,10,YES,80.0,20.0
2025,H0327,Rodney T. Willett,D,Agriculture and Food,Derived from LIS bill description,20,16,4,20,YES,80.0,20.0
2025,H0328,Scott A. Wyatt,R,Agriculture and Food,Derived from LIS bill description,11,8,2,10,YES,80.0,20.0
2025,H0108,Vivian E. Watts,D,Agriculture and Food,Derived from LIS bill description,10,8,2,10,YES,80.0,20.0
2025,H0247,Michael J. Webert,R,Agriculture and Food,Derived from LIS bill description,19,15,4,19,YES,78.94736842105263,21.052631578947366
2025,H0345,Anne Ferrell Tata,R,Agriculture and Food,Derived from LIS bill description,12,9,3,12,YES,75.0,25.0
2025,H0344,Irene Shin,D,Agriculture and Food,Derived from LIS bill description,12,9,3,12,YES,75.0,25.0
2025,H0242,Israel D. O'Quinn,R,Agriculture and Food,Derived from LIS bill description,12,9,3,12,YES,75.0,25.0
2025,H0267,"Robert S. Bloxom, Jr.",R,Agriculture and Food,Derived from LIS bill description,16,12,4,16,YES,75.0,25.0
2025,H0348,Wren M. Williams,R,Agriculture and Food,Derived from LIS bill description,12,9,3,12,YES,75.0,25.0
2025,H0321,Chris S. Runion,R,Agriculture and Food,Derived from LIS bill description,19,14,5,19,YES,73.68421052631578,26.31578947368421
2025,H0231,Tony O. Wilt,R,Agriculture and Food,Derived from LIS bill description,19,14,5,19,YES,73.68421052631578,26.31578947368421
2025,H0181,C. Todd Gilbert,R,Agriculture and Food,Derived from LIS bill description,11,8,3,11,YES,72.72727272727273,27.27272727272727
2025,H0315,Carrie E. Coyner,R,Agriculture and Food,Derived from LIS bill description,13,8,3,11,YES,72.72727272727273,27.27272727272727
2025,H0350,Ellen H. Campbell,R,Agriculture and Food,Derived from LIS bill description,11,8,3,11,YES,72.72727272727273,27.27272727272727
2025,H0308,Joseph P. McNamara,R,Agriculture and Food,Derived from LIS bill description,11,8,3,11,YES,72.72727272727273,27.27272727272727
2025,H0056,Terry G. Kilgore,R,Agriculture and Food,Derived from LIS bill description,11,8,3,11,YES,72.72727272727273,27.27272727272727
2025,H0294,Karrie K. Delaney,D,Agriculture and Food,Derived from LIS bill description,11,7,3,10,YES,70.0,30.0
2025,H0284,"Marcia S. ""Cia"" Price",D,Agriculture and Food,Derived from LIS bill description,10,7,3,10,YES,70.0,30.0
2025,H0219,Patrick A. Hope,D,Agriculture and Food,Derived from LIS bill description,10,7,3,10,YES,70.0,30.0
2025,H0150,"Daniel W. Marshall, III",R,Behavioral Health,Derived from LIS bill description,32,3,3,6,INSUFFICIENT DATA,50.0,50.0
2025,H0242,Israel D. O'Quinn,R,Behavioral Health,Derived from LIS bill description,30,18,10,28,MIXED,64.28571428571429,35.714285714285715
2025,H0342,Phillip A. Scott,R,Behavioral Health,Derived from LIS bill description,51,32,19,51,MIXED,62.745098039215684,37.254901960784316
2025,H0378,Chris Obenshain,R,Behavioral Health,Derived from LIS bill description,29,18,11,29,MIXED,62.06896551724138,37.93103448275862
2025,H0384,Eric Phillips,R,Behavioral Health,Derived from LIS bill description,28,17,11,28,MIXED,60.71428571428571,39.285714285714285
2025,H0352,"Jonathan ""Jed"" Arnold",R,Behavioral Health,Derived from LIS bill description,29,16,11,27,MIXED,59.25925925925925,40.74074074074074
2025,H0358,"Mark L. Earley, Jr.",R,Behavioral Health,Derived from LIS bill description,27,16,11,27,MIXED,59.25925925925925,40.74074074074074
2025,H0308,Joseph P. McNamara,R,Behavioral Health,Derived from LIS bill description,29,17,12,29,MIXED,58.620689655172406,41.37931034482759
2025,H0136,"Thomas C. Wright, Jr.",R,Behavioral Health,Derived from LIS bill description,26,14,10,24,MIXED,58.333333333333336,41.66666666666667
2025,H0376,Paul V. Milde,R,Behavioral Health,Derived from LIS bill description,26,15,11,26,MIXED,57.692307692307686,42.30769230769231
2025,H0321,Chris S. Runion,R,Behavioral Health,Derived from LIS bill description,27,15,12,27,MIXED,55.55555555555556,44.44444444444444
2025,H0357,Will Davis,R,Behavioral Health,Derived from LIS bill description,27,15,12,27,MIXED,55.55555555555556,44.44444444444444
2025,H0181,C. Todd Gilbert,R,Behavioral Health,Derived from LIS bill description,30,16,13,29,MIXED,55.172413793103445,44.827586206896555
2025,H0247,Michael J. Webert,R,Behavioral Health,Derived from LIS bill description,32,17,14,31,MIXED,54.83870967741935,45.16129032258064
2025,H0362,"Thomas A. Garrett, Jr.",R,Behavioral Health,Derived from LIS bill description,33,17,14,31,MIXED,54.83870967741935,45.16129032258064
2025,H0124,R. Lee Ware,R,Behavioral Health,Derived from LIS bill description,26,14,12,26,MIXED,53.84615384615385,46.15384615384615
2025,H0313,Amanda E. Batten,R,Behavioral Health,Derived from LIS bill description,36,19,17,36,MIXED,52.77777777777778,47.22222222222222
2025,H0279,Nicholas J. Freitas,R,Behavioral Health,Derived from LIS bill description,32,16,15,31,MIXED,51.61290322580645,48.38709677419355
2025,H0377,Delores Oates,R,Behavioral Health,Derived from LIS bill description,28,14,14,28,MIXED,50.0,50.0
2025,H0364,Timothy P. Griffin,R,Behavioral Health,Derived from LIS bill description,26,13,13,26,MIXED,50.0,50.0
2025,H0383,Eric R. Zehr,R,Behavioral Health,Derived from LIS bill description,33,16,17,33,MIXED,48.484848484848484,51.515151515151516
2025,H0231,Tony O. Wilt,R,Behavioral Health,Derived from LIS bill description,31,15,16,31,MIXED,48.38709677419355,51.61290322580645
2025,H0375,Adele Y. McClure,D,Behavioral Health,Derived from LIS bill description,32,31,0,31,YES,100.0,0.0
2025,H0311,Alex Q. Askew,D,Behavioral Health,Derived from LIS bill description,41,41,0,41,YES,100.0,0.0
2025,H0239,Alfonso H. Lopez,D,Behavioral Health,Derived from LIS bill description,30,29,0,29,YES,100.0,0.0
2025,H0371,Amy J. Laufer,D,Behavioral Health,Derived from LIS bill description,33,32,0,32,YES,100.0,0.0
2025,H0380,Atoosa R. Reaser,D,Behavioral Health,Derived from LIS bill description,37,37,0,37,YES,100.0,0.0
2025,H0212,Betsy B. Carr,D,Behavioral Health,Derived from LIS bill description,36,36,0,36,YES,100.0,0.0
2025,H0353,Bonita G. Anthony,D,Behavioral Health,Derived from LIS bill description,26,26,0,26,YES,100.0,0.0
2025,H0343,Briana D. Sewell,D,Behavioral Health,Derived from LIS bill description,38,38,0,38,YES,100.0,0.0
2025,H0285,"C.E. Cliff Hayes, Jr.",D,Behavioral Health,Derived from LIS bill description,46,43,0,43,YES,100.0,0.0
2025,H0330,Candi Mundon King,D,Behavioral Health,Derived from LIS bill description,29,29,0,29,YES,100.0,0.0
2025,H0208,Charniele L. Herring,D,Behavioral Health,Derived from LIS bill description,49,49,0,49,YES,100.0,0.0
2025,H0317,Dan I. Helmer,D,Behavioral Health,Derived from LIS bill description,33,33,0,33,YES,100.0,0.0
2025,H0301,David A. Reid,D,Behavioral Health,Derived from LIS bill description,30,30,0,30,YES,100.0,0.0
2025,H0177,David L. Bulova,D,Behavioral Health,Derived from LIS bill description,34,33,0,33,YES,100.0,0.0
2025,H0361,Debra D. Gardner,D,Behavioral Health,Derived from LIS bill description,45,45,0,45,YES,100.0,0.0
2025,H0207,Delores L. McQuinn,D,Behavioral Health,Derived from LIS bill description,38,35,0,35,YES,100.0,0.0
2025,H0372,Destiny LeVere Bolling,D,Behavioral Health,Derived from LIS bill description,40,39,0,39,YES,100.0,0.0
2025,H0322,Don Scott,D,Behavioral Health,Derived from LIS bill description,29,29,0,29,YES,100.0,0.0
2025,H0334,Elizabeth B. Bennett-Parker,D,Behavioral Health,Derived from LIS bill description,28,28,0,28,YES,100.0,0.0
2025,H0351,Holly M. Seibold,D,Behavioral Health,Derived from LIS bill description,31,31,0,31,YES,100.0,0.0
2025,H0344,Irene Shin,D,Behavioral Health,Derived from LIS bill description,43,43,0,43,YES,100.0,0.0
2025,H0385,JJ Singh,D,Behavioral Health,Derived from LIS bill description,39,37,0,37,YES,100.0,0.0
2025,H0349,Jackie H. Glass,D,Behavioral Health,Derived from LIS bill description,26,26,0,26,YES,100.0,0.0
2025,H0173,Jeion A. Ward,D,Behavioral Health,Derived from LIS bill description,32,30,0,30,YES,100.0,0.0
2025,H0382,Joshua E. Thomas,D,Behavioral Health,Derived from LIS bill description,31,31,0,31,YES,100.0,0.0
2025,H0314,Joshua G. Cole,D,Behavioral Health,Derived from LIS bill description,47,45,0,45,YES,100.0,0.0
2025,H0370,Karen Keys-Gamarra,D,Behavioral Health,Derived from LIS bill description,27,27,0,27,YES,100.0,0.0
2025,H0294,Karrie K. Delaney,D,Behavioral Health,Derived from LIS bill description,31,31,0,31,YES,100.0,0.0
2025,H0305,Kathy K.L. Tran,D,Behavioral Health,Derived from LIS bill description,42,42,0,42,YES,100.0,0.0
2025,H0354,Katrina Callsen,D,Behavioral Health,Derived from LIS bill description,28,28,0,28,YES,100.0,0.0
2025,H0295,Kelly K. Convirs-Fowler,D,Behavioral Health,Derived from LIS bill description,33,33,0,33,YES,100.0,0.0
2025,H0355,Laura Jane Cohen,D,Behavioral Health,Derived from LIS bill description,33,33,0,33,YES,100.0,0.0
2025,H0284,"Marcia S. ""Cia"" Price",D,Behavioral Health,Derived from LIS bill description,41,41,0,41,YES,100.0,0.0
2025,H0264,Marcus B. Simon,D,Behavioral Health,Derived from LIS bill description,35,34,0,34,YES,100.0,0.0
2025,H0172,Mark D. Sickles,D,Behavioral Health,Derived from LIS bill description,54,45,0,45,YES,100.0,0.0
2025,H0374,Marty Martinez,D,Behavioral Health,Derived from LIS bill description,26,26,0,26,YES,100.0,0.0
2025,H0360,Michael B. Feggans,D,Behavioral Health,Derived from LIS bill description,30,30,0,30,YES,100.0,0.0
2025,H0368,Michael J. Jones,D,Behavioral Health,Derived from LIS bill description,27,26,0,26,YES,100.0,0.0
2025,H0340,Michelle Lopes Maldonado,D,Behavioral Health,Derived from LIS bill description,30,30,0,30,YES,100.0,0.0
2025,H0336,Nadarius E. Clark,D,Behavioral Health,Derived from LIS bill description,36,36,0,36,YES,100.0,0.0
2025,H0219,Patrick A. Hope,D,Behavioral Health,Derived from LIS bill description,43,42,0,42,YES,100.0,0.0
2025,H0281,Paul E. Krizek,D,Behavioral Health,Derived from LIS bill description,34,34,0,34,YES,100.0,0.0
2025,H0366,Phil M. Hernandez,D,Behavioral Health,Derived from LIS bill description,28,28,0,28,YES,100.0,0.0
2025,H0356,Rae Cousins,D,Behavioral Health,Derived from LIS bill description,41,41,0,41,YES,100.0,0.0
2025,H0269,"Richard C. ""Rip"" Sullivan, Jr.",D,Behavioral Health,Derived from LIS bill description,33,33,0,33,YES,100.0,0.0
2025,H0327,Rodney T. Willett,D,Behavioral Health,Derived from LIS bill description,49,49,0,49,YES,100.0,0.0
2025,H0365,"Rozia A. Henson, Jr.",D,Behavioral Health,Derived from LIS bill description,45,45,0,45,YES,100.0,0.0
2025,H0266,Sam Rasoul,D,Behavioral Health,Derived from LIS bill description,45,38,0,38,YES,100.0,0.0
2025,H0323,Shelly A. Simonds,D,Behavioral Health,Derived from LIS bill description,36,36,0,36,YES,100.0,0.0
2025,H0108,Vivian E. Watts,D,Behavioral Health,Derived from LIS bill description,31,31,0,31,YES,100.0,0.0
2025,H0227,Luke E. Torian,D,Behavioral Health,Derived from LIS bill description,37,34,1,35,YES,97.14285714285714,2.857142857142857
2025,H0359,N. Baxter Ennis,R,Behavioral Health,Derived from LIS bill description,53,42,9,51,YES,82.35294117647058,17.647058823529413
2025,H0315,Carrie E. Coyner,R,Behavioral Health,Derived from LIS bill description,47,34,9,43,YES,79.06976744186046,20.930232558139537
2025,H0379,David Owen,R,Behavioral Health,Derived from LIS bill description,41,32,9,41,YES,78.04878048780488,21.951219512195124
2025,H0073,"Robert D. Orrock, Sr.",R,Behavioral Health,Derived from LIS bill description,45,34,10,44,YES,77.27272727272727,22.727272727272727
2025,H0238,M. Keith Hodges,R,Behavioral Health,Derived from LIS bill description,44,33,11,44,YES,75.0,25.0
2025,H0363,W. Chad Green,R,Behavioral Health,Derived from LIS bill description,36,27,9,36,YES,75.0,25.0
2025,H0337,A.C. Cordoza,R,Behavioral Health,Derived from LIS bill description,31,23,8,31,YES,74.19354838709677,25.806451612903224
2025,H0253,Terry L. Austin,R,Behavioral Health,Derived from LIS bill description,35,25,9,34,YES,73.52941176470588,26.47058823529412
2025,H0335,Mike A. Cherry,R,Behavioral Health,Derived from LIS bill description,48,35,13,48,YES,72.91666666666666,27.083333333333332
2025,H0345,Anne Ferrell Tata,R,Behavioral Health,Derived from LIS bill description,37,26,10,36,YES,72.22222222222221,27.77777777777778
2025,H0346,Kim A. Taylor,R,Behavioral Health,Derived from LIS bill description,42,26,10,36,YES,72.22222222222221,27.77777777777778
2025,H0224,James W. Morefield,R,Behavioral Health,Derived from LIS bill description,32,23,9,32,YES,71.875,28.125
2025,H0325,Wendell S. Walker,R,Behavioral Health,Derived from LIS bill description,39,28,11,39,YES,71.7948717948718,28.205128205128204
2025,H0333,Jason S. Ballard,R,Behavioral Health,Derived from LIS bill description,28,20,8,28,YES,71.42857142857143,28.57142857142857
2025,H0350,Ellen H. Campbell,R,Behavioral Health,Derived from LIS bill description,35,24,10,34,YES,70.58823529411765,29.411764705882355
2025,H0206,Barry D. Knight,R,Behavioral Health,Derived from LIS bill description,28,7,3,10,YES,70.0,30.0
2025,H0367,Geary Higgins,R,Behavioral Health,Derived from LIS bill description,39,27,12,39,YES,69.23076923076923,30.76923076923077
2025,H0369,Hillary Pugh Kent,R,Behavioral Health,Derived from LIS bill description,26,18,8,26,YES,69.23076923076923,30.76923076923077
2025,H0373,Ian T. Lovejoy,R,Behavioral Health,Derived from LIS bill description,26,18,8,26,YES,69.23076923076923,30.76923076923077
2025,H0348,Wren M. Williams,R,Behavioral Health,Derived from LIS bill description,29,20,9,29,YES,68.96551724137932,31.03448275862069
2025,H0329,Bill Wiley,R,Behavioral Health,Derived from LIS bill description,32,22,10,32,YES,68.75,31.25
2025,H0267,"Robert S. Bloxom, Jr.",R,Behavioral Health,Derived from LIS bill description,32,22,10,32,YES,68.75,31.25
2025,H0056,Terry G. Kilgore,R,Behavioral Health,Derived from LIS bill description,33,22,10,32,YES,68.75,31.25
2025,H0347,"H. Otto Wachsmann, Jr.",R,Behavioral Health,Derived from LIS bill description,39,26,13,39,YES,66.66666666666666,33.33333333333333
2025,H0262,"James A. ""Jay"" Leftwich",R,Behavioral Health,Derived from LIS bill description,30,20,10,30,YES,66.66666666666666,33.33333333333333
2025,H0259,"Hyland F. ""Buddy"" Fowler, Jr.",R,Behavioral Health,Derived from LIS bill description,29,19,10,29,YES,65.51724137931035,34.48275862068966
2025,H0328,Scott A. Wyatt,R,Behavioral Health,Derived from LIS bill description,30,19,10,29,YES,65.51724137931035,34.48275862068966
2025,H0206,Barry D. Knight,R,Budget and Appropriations,Derived from LIS bill description,71,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0150,"Daniel W. Marshall, III",R,Budget and Appropriations,Derived from LIS bill description,72,1,0,1,INSUFFICIENT DATA,100.0,0.0
2025,H0372,Destiny LeVere Bolling,D,Budget and Appropriations,Derived from LIS bill description,71,3,1,4,INSUFFICIENT DATA,75.0,25.0
2025,H0267,"Robert S. Bloxom, Jr.",R,Budget and Appropriations,Derived from LIS bill description,72,24,37,61,MIXED,39.34426229508197,60.65573770491803
2025,H0315,Carrie E. Coyner,R,Budget and Appropriations,Derived from LIS bill description,72,24,46,70,NO,34.285714285714285,65.71428571428571
2025,H0224,James W. Morefield,R,Budget and Appropriations,Derived from LIS bill description,72,24,46,70,NO,34.285714285714285,65.71428571428571
2025,H0124,R. Lee Ware,R,Budget and Appropriations,Derived from LIS bill description,72,24,46,70,NO,34.285714285714285,65.71428571428571
2025,H0253,Terry L. Austin,R,Budget and Appropriations,Derived from LIS bill description,72,24,48,72,NO,33.33333333333333,66.66666666666666
2025,H0345,Anne Ferrell Tata,R,Budget and Appropriations,Derived from LIS bill description,72,23,48,71,NO,32.3943661971831,67.6056338028169
2025,H0378,Chris Obenshain,R,Budget and Appropriations,Derived from LIS bill description,71,23,48,71,NO,32.3943661971831,67.6056338028169
2025,H0056,Terry G. Kilgore,R,Budget and Appropriations,Derived from LIS bill description,71,22,46,68,NO,32.35294117647059,67.64705882352942
2025,H0329,Bill Wiley,R,Budget and Appropriations,Derived from LIS bill description,72,23,49,72,NO,31.944444444444443,68.05555555555556
2025,H0328,Scott A. Wyatt,R,Budget and Appropriations,Derived from LIS bill description,72,23,49,72,NO,31.944444444444443,68.05555555555556
